Species,Common name,Scientific name,Price,date
Snakes,Baby Durango Mountain x Ruthvens Kingsnake,null,$69.99,07. Sep 19 
Amphibians,Baby Brazilian Horned Frog,Ceratophrys aurita,$39.99,06. Sep 19 
Venomous,Tamaulinpan Rock Rattlesnake,Crotalus morulus,$999.99,06. Sep 19 
Snakes,Dice Snake,Natrix tessellata,$39.99,06. Sep 19 
Turtles,Baby Giant Mexican Musk Turtle,Staurotypus triporcatus,$124.99,06. Sep 19 
Lizards,Baby Desert Spiny Lizard,Sceloporus magister,$19.99,06. Sep 19 
Tegus,Albino Snowmaker Tegu #5,Tupinambis Merianae X Tupinambis rufescens,"$2,499.99",06. Sep 19 
Snakes,Melanistic Garter Snake,Thamnophis sirtalis similis,$199.99,05. Sep 19 
Lizards,Emerald Swift,Sceloporus malachiticus,$19.99,05. Sep 19 
Turtles,Baby Siebenrock’s Snake Necked Turtle,Chelodina siebenrocki,$124.99,05. Sep 19 
Snakes,Baby Sinacorn Snake,Lampropeltis triangulum sinaloae X pantherophis guttatus,$44.99,05. Sep 19 
Inverts,Camel Spider,Galeodes arabs,$24.99,05. Sep 19 
Lizards,9 to 11 Inch Veiled Chameleon,Chamaeleo calyptratus,$69.99,05. Sep 19 
Inverts,Olive Keeled Flat Rock Scorpion,Hadogenes paucidens,$44.99,05. Sep 19 
Inverts,Chaco Golden Knee Tarantula,Grammostola pulchripes,$49.99,05. Sep 19 
Venomous,Baby West African Gaboon Viper,Bitis gabonica rhinosceros,$99.99,05. Sep 19 
Inverts,Brazilian Black And White Tarantula,Nhandu coloratovillosus,$29.99,05. Sep 19 
Tegus,Baby Purple 66% Poss Het Albino Tegu,null,$399.99,05. Sep 19 
Lizards,Baby Spiny Neck Monitor,Varanus spinulosus,$499.99,05. Sep 19 
Inverts,Peruvian Blue Zebra Tarantula,“Peruvian Blue Birdeater”,$34.99,05. Sep 19 
Geckos,Baby Halloween Super Harlequin Crested Gecko,Correlophus ciliatus,$249.99,04. Sep 19 
Inverts,Antilles Pinktoe Tarantula,Caribena versicolor,$49.99,04. Sep 19 
Lizards,Green Carpet Chameleon,Furcifer viridis,$79.99,04. Sep 19 
Turtles,Kwangtung River Turtle,null,$74.99,04. Sep 19 
Lizards,Baby Green Amieva,null,$19.99,04. Sep 19 
Lizards,Baby Spiny Tailed Iguana,Ctenasaura similis,$14.99,04. Sep 19 
Snakes,Hissing Sand Snake,null,$39.99,04. Sep 19 
Lizards,Saharan Yellow Uromastyx,Uromastyx geyri,$49.99,04. Sep 19 
Snakes,Yearling Biak Green Tree Python,Morelia viridis,$349.99,04. Sep 19 
Geckos,Baby Anery Panther Gecko,Paroedura pictus,$24.99,04. Sep 19 
Geckos,Baby High Pink Nu Ana Leachianus Gecko,null,$649.99,04. Sep 19 
Lizards,Clubtail Iguana,Ctenosaura quinquecarinata,$29.99,04. Sep 19 
Turtles,Ornate Box Turtle,Terrapene ornata ornata,$149.99,04. Sep 19 
Inverts,Devil Scorpion,Vaejovis carolinianus,$14.99,04. Sep 19 
Tegus,Baby Black Flame Tegu,null,$299.99,04. Sep 19 
Lizards,Brookesia Superciliaris,Brookesia superciliaris,$64.99,04. Sep 19 
Geckos,Baby Aberrant Orange Stripe Gargoyle Gecko,Rhacodactylus auriculatus,$299.99,04. Sep 19 
Snakes,Baby Egyptian Diadem Rat Snake,Spalerosophis diadema,$49.99,03. Sep 19 
Snakes,Baby Sunglow Motley Cornsnake,Pantherophis guttatus,$39.99,03. Sep 19 
Amphibians,Albino 4 Spot Patternless Pacman Frog,C. cranwelli,$29.99,03. Sep 19 
Tortoises,Baby Sulcata Tortoise,Centrochelys sulcata,$59.99,03. Sep 19 
Inverts,Tunisian Fat Tail Scorpion,Androctonus australis,$39.99,03. Sep 19 
Inverts,Trinidad Chevron Tarantula,Psalmopoeus cambridgei,$29.99,03. Sep 19 
Isopods,Granulatum Roly-Poly Isopods,Armadillidium granulatum,$27.49,03. Sep 19 
Snakes,Yearling Otay Lake Rosy Boa,Lichanura trivirgata,$124.99,03. Sep 19 
Geckos,Baby Albino Mack Snow Leopard Gecko,Eublepharis macularius,$39.99,03. Sep 19 
Snakes,Baby Asian Vine Snakes,Ahaetulla prasina,$74.99,03. Sep 19 
Snakes,Malagasy Leaf-Nosed Snake,Langaha madagascariensis,$99.99,03. Sep 19 
Amphibians,Baby Green Suriname Horned Frog,Ceratophrys cornuta,$34.99,03. Sep 19 
Snakes,Baby Pueblan Milksnake,Lampropeltis triangulum campbelli,$39.99,03. Sep 19 
Snakes,Baby Scaleless Head Ball Python,Python regius,$224.99,03. Sep 19 
Tegus,Albino Ultra Purple Tegu #4,SALVATOR MERIANAE X RUFESCENS,"$2,499.99",03. Sep 19 
Inverts,Florida Bark Scorpion,Centruroides gracilis,$19.99,02. Sep 19 
Tortoises,Cherryhead  X Redfoot Tortoise,Chelonoidis carbonaria,$249.99,02. Sep 19 
Snakes,Baby Amel Tessera Cornsnake,Pantherophis guttatus,$74.99,02. Sep 19 
Lizards,Baby Black Roughneck Monitor,Varanus rudicollis,$224.99,02. Sep 19 
Turtles,Spot-Legged Wood Turtle,LIMITED TIME ONLY: Get a free red shrimp treats with every 3-pack of Spot-Legged Wood Turtle,$49.99,02. Sep 19 
Inverts,Darwin’s Goliath Centipede,null,$399.99,02. Sep 19 
Geckos,Purple Nuu Ana Leachianus Gecko,null,"$1,499.99",02. Sep 19 
Inverts,Thailand Zebra Tarantula,haplopelma albostriatum,$59.99,02. Sep 19 
Amphibians,Blue Azureus Tinctorius Dart Frog,Dendrobates tinctorius,$39.99,02. Sep 19 
Geckos,Baby Super Snow Leopard Gecko,Eublepharis macularius,$44.99,02. Sep 19 
Geckos,Baby Flame Pinstripe Crested Gecko,Correlophus ciliatus,$149.99,02. Sep 19 
Inverts,Mexican Golden Red Rump Tarantula,Brachypelma albiceps,$84.99,02. Sep 19 
Isopods,Dwarf Purple Isopods,Isopoda sp.,$9.99,02. Sep 19 
Lizards,Baby Mangrove Monitor,null,$124.99,02. Sep 19 
Lizards,Baby Super Blue Tegu,Salvator merianae,$499.99,02. Sep 19 
Isopods,Porcellio Scaber “Spanish Orange” Isopod,Porcellio Scaber,$14.99,02. Sep 19 
Amphibians,Green And Bronze Auratus Dart Frog,null,$39.99,02. Sep 19 
Inverts,Phillipine Leaf Insect,Phyllium philippinicum,$24.99,01. Sep 19 
Tortoises,Cherryhead  X Redfoot Tortoise,Chelonoidis carbonaria,$174.99,01. Sep 19 
Inverts,Thai Black Tarantula,Haplopelma minax,$39.99,01. Sep 19 
Geckos,Gold Dust Day Gecko,P. laticauda laticauda,$39.99,01. Sep 19 
Amphibians,Beautiful Mantella,Mantella pulchra,$24.99,01. Sep 19 
Lizards,Baby Blue Axanthic Iguana,Iguana iguana,$69.99,01. Sep 19 
Snakes,Baby Banana California Kingsnake,Lampropeltis getula californiae,$99.99,01. Sep 19 
Inverts,Purple Pinktoe Tarantula,null,$69.99,01. Sep 19 
Snakes,Baby Caramel Corn Snake,Pantherophis guttatus,$29.99,01. Sep 19 
Snakes,White Oak Rat Snake,Elaphe obsoleta spiloides,$29.99,01. Sep 19 
Snakes,Yearling Yorba Linda Rosy Boa,null,$124.99,01. Sep 19 
Tortoises,Aldabra Tortoise,Geochelone gigantea,"$34,999.99",01. Sep 19 
Snakes,Yearling Lake Chapala Rosy Boa,null,$124.99,01. Sep 19 
Snakes,Baby Eastern MilkSnake,null,$199.99,01. Sep 19 
Tegus,Albino Blue Tegu #4,Tupinambis Merianae,"$1,499.99",01. Sep 19 
Snakes,Baby Borneo Blood Python,Python curtus,$99.99,01. Sep 19 
Amphibians,Super Tigerleg Monkey Tree Frog,Phyllomedusa tomopterna,$29.99,01. Sep 19 
Amphibians,C.B. Baby Honey Australian Dumpy Tree Frog,Litoria caerulea,$19.99,01. Sep 19 
Geckos,Egyptian Sand Gecko,Stenodactylus petrii,$19.99,30. Aug 19 
Turtles,Baby Ornate x Florida Box Turtle,null,$149.99,30. Aug 19 
Snakes,Baby Darwin’s Carpet Python,null,$124.99,30. Aug 19 
Snakes,Baby Hypo Plasma Cornsnake,Pantherophis guttatus,$74.99,30. Aug 19 
Snakes,Guyana Redtail Boa,null,$224.99,30. Aug 19 
Amphibians,Large Sunburst Pacman Frog,Ceratophrys cranwelli,$34.99,30. Aug 19 
Tegus,Albino Ultra Purple Tegu #3,SALVATOR MERIANAE X RUFESCENS,"$2,499.99",30. Aug 19 
Tegus,Albino Snowmaker Tegu #1,Tupinambis Merianae X Tupinambis rufescens,"$2,499.99",30. Aug 19 
Amphibians,Brown Pacman Frog,Ceratophrys cranwelli,$19.99,30. Aug 19 
Lizards,Emma Gray’s Forest Lizard,Calotes emma,$9.99,30. Aug 19 
Turtles,Baby Chiapas Giant Musk Turtle,Staurotypus salvinii,$99.99,30. Aug 19 
Inverts,2-3 Inch Brazilian White Knee Tarantula,Acanthoscurria geniculata,$79.99,30. Aug 19 
Turtles,Asian Leaf Turtle,C. sp.,$39.99,30. Aug 19 
Inverts,African Stick Mantis,Heterochaeta Orientalis sp,$29.99,30. Aug 19 
Snakes,Baby Brooks Kingsnake,Lampropeltis getula brooksi,$44.99,29. Aug 19 
Snakes,Baby Albino Cornsnake,Pantherophis guttatus,$49.99,29. Aug 19 
Inverts,Indian Violet Tarantula,Chilobrachy fimbriatus,$49.99,29. Aug 19 
Turtles,Baby Victoria Pink Eared Turtle,null,$149.99,29. Aug 19 
Inverts,Panamanian Blonde Tarantula,Psalmopoeus pulcher,$39.99,29. Aug 19 
Snakes,Brown Water Snake,Nerodia taxispilota,$14.99,29. Aug 19 
Tegus,Albino Snowmaker Tegu #2,Tupinambis Merianae X Tupinambis rufescens,"$2,499.99",29. Aug 19 
Amphibians,Baby Super Tigerleg Monkey Tree Frog,Phyllomedusa tomopterna,$49.99,29. Aug 19 
Snakes,Baby Irian Jaya Caramel Zebra Carpet Python,Morelia spilota variegata x cheynei,$399.99,29. Aug 19 
Geckos,Baby Blood Orange Tristripe Crested Gecko,Correlophus ciliatus,$174.99,29. Aug 19 
Snakes,Madagascar Giant Hognose Snake,null,$199.99,29. Aug 19 
Lizards,12+ Inch Translucent Veiled Chameleon,Chamaeleo calyptratus,$64.99,29. Aug 19 
Lizards,Monkey Anole,null,$44.99,29. Aug 19 
Isopods,Mardi Gras Dalmatian Isopod,null,$44.99,29. Aug 19 
Amphibians,Amazon Milk Frog,Trachycephalus resinifictrix,$24.99,29. Aug 19 
Lizards,Crocodile Tegu,null,"$5,499.99",29. Aug 19 
Isopods,Oniscus Asellus “Skirted” Isopod,Oniscus asellus,$9.99,29. Aug 19 
Tortoises,Baby Greek Tortoise,Testudo graeca,$174.99,29. Aug 19 
Tortoises,Serrated Hingeback Tortoise,Kinixys erosa,$99.99,29. Aug 19 
Snakes,Amazon Tree Boa,Corallus hortulanus,$34.99,27. Aug 19 
Snakes,Hissing Sand Snake,null,$39.99,27. Aug 19 
Turtles,Baby Schultze’s Snapping Turtle,null,$59.99,27. Aug 19 
Snakes,Baby Sumatran Short Tail Python,Python curtus,$149.99,27. Aug 19 
Lizards,Baby Club Tail Iguana,Ctenosaura quinquecarinata,$29.99,27. Aug 19 
Snakes,Baby Costa Rican Rainbow Boa,Epicrates cenchria,$99.99,27. Aug 19 
Snakes,Baby Butter Corn Snake,Pantherophis guttatus,$29.99,27. Aug 19 
Lizards,Calico Abronia Lythrochila,Abronia lythrochila,$349.99,27. Aug 19 
Inverts,Southern Horned Baboon Tarantula,Ceratogyrus darlingi,$29.99,27. Aug 19 
Snakes,Baby Motley Cornsnake,Pantherophis guttatus,$49.99,27. Aug 19 
Inverts,Tanzanian Chestnut Baboon Tarantula,null,$24.99,27. Aug 19 
Snakes,Baby Vanishing Pattern Cornsnake,null,$54.99,27. Aug 19 
Tegus,Gold Tegu,Tupinambis teguixin,$39.99,27. Aug 19 
Tegus,Baby Purple Tegu,Salvator sp.(merianea x rufescens),$199.99,27. Aug 19 
Inverts,Six – Eye Sand Spider,Sicarius hahni,$39.99,26. Aug 19 
Venomous,Desert Horned Viper,Cerastes cerastes,$299.99,26. Aug 19 
Lizards,Similis Monitor,Varanus Similis,$149.99,26. Aug 19 
Turtles,Baby Peninsula Cooter Turtle,Pseudemys peninsularis,$19.99,26. Aug 19 
Geckos,Baby Albino Panther Gecko,Paroedura pictus,$89.99,26. Aug 19 
Inverts,South African Spotted Baboon Tarantula,Augacephalus ezendami,$19.99,26. Aug 19 
Inverts,Red Claw Emperor Scorpion,Pandinus cavimanus,$14.99,26. Aug 19 
Snakes,Yearling San Gabriel Mountain Rosy Boa,null,$124.99,26. Aug 19 
Snakes,Baby Emerald Tree Boa,Corallus caninus,$499.99,26. Aug 19 
Amphibians,Giant Waxy Monkey Tree Frog,Phyllomedusa bicolor,$59.99,26. Aug 19 
Snakes,BRAHIMINY BLIND SNAKE,null,$9.99,26. Aug 19 
Inverts,Baby Asian Forest Scorpion,null,$14.99,26. Aug 19 
Snakes,Elephant Trunk Snake,null,$124.99,26. Aug 19 
Turtles,Baby Nicaraguan Ornate Slider Turtle,null,$24.99,26. Aug 19 
Tegus,Albino Ultra Purple Tegu #1,SALVATOR MERIANAE X RUFESCENS,"$2,499.99",26. Aug 19 
Snakes,Baby Buf Motley Cornsnake,null,$49.99,26. Aug 19 
Inverts,Thai Giant Shield Mantis,Rhombodera megaera,$29.99,25. Aug 19 
Lizards,Fringe Fingered Leopard Lizard,Acanthodactylus pardalis,$14.99,24. Aug 19 
Amphibians,Foam Nest Tree Frog,Chiromantis xerampelina,$14.99,24. Aug 19 
Geckos,Uroplatus sameiti,Uroplatus sameiti,$249.99,24. Aug 19 
Venomous,Southern Cotton Mouth,Agkistrodon piscivorus,$39.99,24. Aug 19 
Inverts,Brazilian Blue Dwarf Beauty,null,$44.99,24. Aug 19 
Snakes,Baby Blade Clown Ball Python,null,$349.99,24. Aug 19 
Amphibians,Large Albino Pacman Frog,Ceratophrys cranwelli,$29.99,24. Aug 19 
Inverts,Malaysian Earth Tiger,Cyriopagopus schioedtei,$49.99,24. Aug 19 
Lizards,Red Eyed Crocodile Skink,Tribolonotus gracilis,$99.99,24. Aug 19 
Snakes,Baby Kenyan Sand Boa,Eryx colubrinus,$59.99,24. Aug 19 
Lizards,12+ Inch Veiled Chameleon,Chamaeleo calyptratus,$59.99,24. Aug 19 
Snakes,Green Cat Eye Snake Pair,null,$399.99,24. Aug 19 
Snakes,Baby Albino California Kingsnake,Lampropeltis getula californiae,$54.99,22. Aug 19 
Snakes,Baby Grey Ratsnake,null,$39.99,22. Aug 19 
Inverts,Orange Spotted Assassin Bug,null,$34.99,22. Aug 19 
Lizards,Baby Translucent Bearded Dragon,Pogona vitticeps,$49.99,22. Aug 19 
Amphibians,Baby White Lined Monkey Tree Frog,Phyllomedusa vaillantii,$59.99,22. Aug 19 
Lizards,Brookesia Thieli,Brookesia thieli,$64.99,22. Aug 19 
Tegus,Albino Snowmaker Tegu #4,Tupinambis Merianae X Tupinambis rufescens,"$2,499.99",22. Aug 19 
Tegus,Baby Albino Tiger Ice Tegu,Tupinambis merianae X Tupinambis rufescens,"$2,999.99",22. Aug 19 
Snakes,Egyptian Diadem Rat Snake,Spalerosophis diadema,$39.99,22. Aug 19 
Lizards,O’Shaughnessy’s Chameleon,Calumma oshaughnessyi,$699.99,22. Aug 19 
Amphibians,Giant Orange Tinctorius Dart Frog,null,$39.99,22. Aug 19 
Snakes,Green Snake,Opheodrys aestivus,$19.99,22. Aug 19 
Lizards,Baby Halmahera Blue Tongue Skink,Tiliqua gigas,$149.99,22. Aug 19 
Isopods,Montenegro Roly-Poly Isopods,Armadillidium klugii,$39.99,22. Aug 19 
Lizards,Baby Jackson’s Chameleon,Trioceros jacksonii,$24.99,21. Aug 19 
Tortoises,Baby Russian Tortoise,null,$174.99,21. Aug 19 
Lizards,Juvenile Whitethroat Monitor,Varanus albigularis,$399.99,21. Aug 19 
Snakes,Florida Rough Green Snake,Opheodrys aestivus,$14.99,21. Aug 19 
Inverts,Costa Rican Red Leg Tarantula,null,$124.99,21. Aug 19 
Snakes,Ribbon Snake,Thamnophis sauritus,$9.99,20. Aug 19 
Geckos,Ember Crested Gecko (HYBRID),Correlophus ciliatus x sarasinorum (HYBRID),"$4,999.99",20. Aug 19 
Inverts,Featherleg Baboon Tarantula,Stromatopelma calceatum,$29.99,20. Aug 19 
Lizards,Abronia Leurolepis,Abronia leurolepis,$499.99,20. Aug 19 
Snakes,Baby Hypo Scaleless Everglades Ratsnake,Elaphe obsoleta rossalleni,$199.99,20. Aug 19 
Snakes,Baby Caramel Western Hognose Snake,null,$299.99,20. Aug 19 
Lizards,Green Amieva,Ameiva ameiva,$14.99,20. Aug 19 
Snakes,Adult Ball Python,Python regius,$64.99,20. Aug 19 
Snakes,Annulated Boa,Corallus annulatus,$599.99,20. Aug 19 
Lizards,Abronia Taeniata,null,$299.99,20. Aug 19 
Lizards,Baby Axanthic Halmahera Blue Tongue Skink,Tiliqua gigas,$399.99,20. Aug 19 
Lizards,Baby Hypo Leatherback Bearded Dragon,Pogona vitticeps,$54.99,20. Aug 19 
Amphibians,Eastern Newt,Notophthalmus viridescens,$9.99,20. Aug 19 
Lizards,Zonosaurus laticaudatus,Zonosaurus laticaudatus,$14.99,20. Aug 19 
Lizards,Baby Saharan Red Uromastyx,Uromastyx geyri,$124.99,19. Aug 19 
Lizards,Yearling Green Iguana,Iguana iguana,$19.99,19. Aug 19 
Inverts,Colombian Giant Redleg Tarantula,Megaphobema Robustum,$39.99,19. Aug 19 
Venomous,Baby Mexican West Coast Rattlesnake,Crotalus basiliscus,$124.99,19. Aug 19 
Inverts,Curly Haired Tarantula,Brachypelma albopilosum,$24.99,19. Aug 19 
Geckos,Brook’s Gecko,Hemidactylus brookii,$2.99,19. Aug 19 
Lizards,9-11 Inch Hypo Translucent Bearded Dragon,null,$99.99,19. Aug 19 
Lizards,Baby Leatherback Bearded Dragon,Pogona vitticeps,$49.99,19. Aug 19 
Amphibians,Madagascar Reeds Frogs,Heterixalus madagascariensis,$9.99,19. Aug 19 
Lizards,White Eyed Crocodile Skink,Triblonotus novaeguineae,$149.99,19. Aug 19 
Amphibians,Adult Green And Black Auratus Dart Frog,LIMITED TIME OFFER: GET 50% OFF SHIPPING WITH THE PURCHASE OF 3 OR MORE,$34.99,19. Aug 19 
Snakes,Orange Amazon Tree Boa,Corallus hortulanus,$199.99,19. Aug 19 
Snakes,Baby Caramel Jaguar Carpet Python,Morelia Spilota McDowelli,$199.99,19. Aug 19 
Turtles,3-4 Inch Stinkpot Musk Turtle,Sternotherus odoratus,$14.99,19. Aug 19 
Tortoises,Yellowfoot Tortoises,Geochelone denticulata,$249.99,19. Aug 19 
Inverts,Venezuelan Green Bottle Blue Tarantula,Chromatopelma cyaneopubescens,$69.99,18. Aug 19 
Amphibians,Inferalanis Tinctorius Dart Frog,Dendrobates tinctorious,$29.99,18. Aug 19 
Inverts,Texas Brown Millipede,Orthoporus ornatus,$5.99,18. Aug 19 
Inverts,African Trap Door Spider,Ctenolophus purcell,$19.99,18. Aug 19 
Turtles,Baby Chinese Golden Thread Turtles,Ocadia sinensis,$39.99,18. Aug 19 
Lizards,Baby Ornate Uromastyx,Uromastyx ornata,$274.99,18. Aug 19 
Snakes,Baby Broad Banded Mountain Ratsnake,Oreocryptophis porphyraceus laticincta,$249.99,17. Aug 19 
Tortoises,Baby Marginated Tortoise,Testudo marginata,$124.99,17. Aug 19 
Lizards,Red Headed Agama,Agama agama,$14.99,17. Aug 19 
Turtles,Baby Red Ear Slider Turtle,Trachemys scripta elegans,$5.99,17. Aug 19 
Lizards,Green Anole,Anolis carolinensis,$3.99,17. Aug 19 
Snakes,Baby Northern Banded Water Snake,Nerodia sipedon,$29.99,17. Aug 19 
Amphibians,Lipstick Pacman Frog,Ceratophrys cranwelli,$24.99,17. Aug 19 
Snakes,Baby Mexican Rosy Boa,Lichanura trivirgata trivirgata,$99.99,17. Aug 19 
Inverts,Rear Horn Baboon Tarantula,Ceratogyrus darlingi,$34.99,17. Aug 19 
Venomous,McGregor’s Pit Viper,Trimeresurus mcgregori,$999.99,17. Aug 19 
Lizards,16+ Inch Veiled Chameleon,Chamaeleo calyptratus,$74.99,17. Aug 19 
Inverts,African Twig Mantis,Popa Spurca,$29.99,17. Aug 19 
Lizards,Baby Timor Monitor,Varanus timorensis,$174.99,17. Aug 19 
Geckos,Flying Gecko,Ptychozoon kuhli,$19.99,16. Aug 19 
Inverts,Gooty Sapphire Ornamental Tarantula,Poecilotheria metallica,$94.99,16. Aug 19 
Inverts,Stick Insect,Phanocles daxala,$29.99,16. Aug 19 
Isopods,Armadillidium Sordidum “Punta Cana” Isopod,Armadillidium Sordidum,$14.99,15. Aug 19 
Snakes,Baby Burmese Python,Python bivittatus,$249.99,15. Aug 19 
Lizards,Plica Umbra Lizard,Plica umbra,$19.99,15. Aug 19 
Snakes,Red MilkSnake,null,$249.99,15. Aug 19 
Snakes,Baby Central American Boa,Boa Constrictor imperator,$49.99,15. Aug 19 
Geckos,Fat Tailed Gecko,Hemitheconyx caudicinctus,$29.99,15. Aug 19 
Tegus,Baby Argentine Red Tegu,Tupinambis rufescens,$199.99,15. Aug 19 
Snakes,Baby Red Tailed Green Ratsnake,null,$99.99,15. Aug 19 
Tortoises,Baby Burmese Black Mountain Tortoise,Manouria emys phayrei,$299.99,15. Aug 19 
Amphibians,Red Eft Newt,null,$7.49,15. Aug 19 
Geckos,Baby Premium Crested Gecko,Correlophus ciliatus,$39.99,15. Aug 19 
Snakes,Baby False Water Cobra,null,$249.99,15. Aug 19 
Amphibians,Slimy Salamander,Plethodon glutinosus,$19.99,14. Aug 19 
Snakes,Green Water Snake,null,$14.99,14. Aug 19 
Amphibians,Smooth Sided Toad,null,$34.99,14. Aug 19 
Snakes,Viper Boa,null,$199.99,14. Aug 19 
Inverts,Thistle Mantis,null,$49.99,14. Aug 19 
Inverts,Regal Jumping Spider,Phidippus regius,$14.99,13. Aug 19 
Amphibians,Yellow Barred Tiger Salamander,null,$34.99,13. Aug 19 
Turtles,Baby Florida Softshell Turtle,Apalone ferox,$9.99,13. Aug 19 
Inverts,Marshalls Horned Baboon Tarantula,null,$39.99,13. Aug 19 
Lizards,Bearded Pygmy Chameleon,Rieppeleon brevicaudatus,$24.99,13. Aug 19 
Snakes,Baby Mexican Rosy Boas,Lichanura trivirgata saslowi,$99.99,13. Aug 19 
Lizards,Halmahera Blue Tongue Skink,Tiliqua gigas,$224.99,13. Aug 19 
Lizards,6-8 Inch Citrus Leatherback Bearded Dragon,Pogona vitticeps,$59.99,13. Aug 19 
Snakes,Baby Nicaraguan Boa,Boa constrictor imperator,$49.99,13. Aug 19 
Inverts,Sun Spider,Solifugae sp.,$24.99,13. Aug 19 
Snakes,Baby Albino Redfactor Cornsnake,Pantherophis guttatus,$64.99,13. Aug 19 
Lizards,Baby Abronia Graminea,null,$99.99,12. Aug 19 
Geckos,Raptor Leopard Gecko,Eublepharis macularius,$59.99,12. Aug 19 
Inverts,Trinidad Olive Tarantula,Holothele incei,$29.99,12. Aug 19 
Lizards,Baby Nile Monitor,null,$24.99,11. Aug 19 
Turtles,Baby Hypo Common Snapping Turtle,Chelydra serpentina,$149.99,11. Aug 19 
Tegus,Baby Red Anertherystic Tegu,Tupinambris merianae,$749.99,11. Aug 19 
Turtles,Baby Spiny Softshell Turtle,Apalone spinifera,$24.99,11. Aug 19 
Snakes,Baby Mexican Hognose Snake,Heterodon kennerlyi,$149.99,11. Aug 19 
Inverts,Cobalt Blue Tarantula,Haplopelma lividum,$59.99,11. Aug 19 
Snakes,Baby Trans-Pecos Rat Snake,Bogertophis subocularis,$99.99,11. Aug 19 
Lizards,Giant Plated Lizard,Gerrhosaurus validus,$69.99,11. Aug 19 
Geckos,Baby Crested Gecko,Correlophus ciliatus,$39.99,11. Aug 19 
Amphibians,Red Eyed Tree Frog,Agalychnis callidryas,$24.99,11. Aug 19 
Lizards,Meller’s Chameleon,Trioceros melleri,$124.99,11. Aug 19 
Geckos,Adult Normal Panther Gecko,Paroedura pictus,$29.99,11. Aug 19 
Turtles,Baby Black Wood Turtle,Rhinoclemmys funerea,$64.99,11. Aug 19 
Inverts,Texas Tiger Centipede,Scolopendra polymorpha,$14.99,10. Aug 19 
Inverts,Redslate Ornamental Tarantula,Poecilotheria rufilata,$69.99,10. Aug 19 
Inverts,Vietnam Electric Blue Tarantula,Chilobrachys sp.,$149.99,10. Aug 19 
Lizards,Baby Yucatan Spiny Tail Iguana (Ctenosaura Defensor),Ctenosaura defensor,$499.99,10. Aug 19 
Amphibians,Tigerleg Monkey Tree Frog,Phyllomedusa hypocondrialis,$19.99,10. Aug 19 
Tegus,Albino Blue Tegu #3,Tupinambis Merianae,"$1,499.99",10. Aug 19 
Snakes,Baby Hypo Blood Colombian Redtail Boa,null,$499.99,10. Aug 19 
Inverts,Adult Australian Giant Prickly Stick Insect,null,$29.99,10. Aug 19 
Lizards,C.B. 4 to 5 inch Veiled Chameleon,Chamaeleo calyptratus,$39.99,10. Aug 19 
Snakes,Baby Reticulated Python,Python reticulatus,$99.99,10. Aug 19 
Inverts,Spiny Flower Mantis,null,$39.99,10. Aug 19 
Tegus,Baby Ice Tegu Het Albino,Tupinambis Merianae X Tupinambis rufescens,$499.99,10. Aug 19 
Turtles,Baby Caramel Pink Albino Red Ear Slider Turtle,Trachemys scripta elegans,$899.99,10. Aug 19 
Geckos,Baby Chocolate Mandarin Pinstripe Crested Gecko,Correlophus ciliatus,$249.99,10. Aug 19 
Snakes,Baby San Luis Potosi Kingsnake,Lampropeltis mexicana mexicana,$49.99,10. Aug 19 
Snakes,Sunbeam Snake,null,$44.99,10. Aug 19 
Isopods,Porcellio Scaber “Red Calico” Isopod,Porcellio Scaber,$14.99,10. Aug 19 
Snakes,Montpellier Snake,Malpolon monspessulanus,$49.99,10. Aug 19 
Turtles,Baby Florida Red Belly Slider Turtle,Pseudemys nelsoni,$19.99,08. Aug 19 
Lizards,Sub Adult Chinese Water Dragon,Physignathus cocincinus,$29.99,08. Aug 19 
Venomous,3-5 Foot West African Gaboon Viper,Bitis gabonica rhinosceros,$299.99,08. Aug 19 
Lizards,Baby Veiled Chameleons,Chamaeleo calyptratus,$19.99,08. Aug 19 
Snakes,Baby Albino Kenyan Sand Boa,Eryx colubrinus,$124.99,08. Aug 19 
Snakes,Baby Scaleless Head Pastel Yellowbelly Ball Python,Python regius,$424.99,08. Aug 19 
Lizards,Ornate Girdled Lizard,Zonosaurus ornatus,$24.99,08. Aug 19 
Lizards,Brown Anole,null,$2.99,08. Aug 19 
Inverts,Burrowing Scorpion,Opistophthalmus boehmi,$14.99,08. Aug 19 
Snakes,Baby Ultramel Motley Cornsnake,Pantherophis guttatus,$74.99,08. Aug 19 
Isopods,Porcellio spinicornis “Brick Work” Isopod,null,$9.99,08. Aug 19 
Geckos,Spearpoint Leaf-Tailed Gecko,Uroplatus ebenaui,$224.99,08. Aug 19 
Inverts,Egyptian Green Scorpion,Buthacus leptochelys,$24.99,07. Aug 19 
Geckos,Baby Bell Albino Leopard Gecko,Eublepharis macularius,$39.99,07. Aug 19 
Snakes,Baby Candy Cane Albino Cornsnake,Pantherophis guttatus,$34.99,06. Aug 19 
Lizards,Ocellated Skink,Chalcides ocellatus,$9.99,06. Aug 19 
Snakes,Chinese Bamboo Ratsnake,Oreocryptophis porphyraceus vaillanti,$179.99,06. Aug 19 
Amphibians,Apricot Pacman Frog,null,$34.99,06. Aug 19 
Turtles,Baby Hypo Yellowbelly Slider Turtle,Trachemys scripta scripta,$224.99,06. Aug 19 
Venomous,West African Bush Viper,Atheris chlorechis,$149.99,06. Aug 19 
